Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Time,Temp (C),Temp Flag,Dew Point Temp (C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-14 17:00,2019,10,14,17:00,9.2,,7.8,,90,,27,,5,,48.3,,101.79,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-14 18:00,2019,10,14,18:00,8.9,,8.1,,95,,28,,6,,32.2,,101.8,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-14 19:00,2019,10,14,19:00,9.3,,8.3,,94,,31,,3,,32.2,,101.81,,,,,,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-14 20:00,2019,10,14,20:00,9.8,,8.2,,90,,36,,1,,32.2,,101.75,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-14 21:00,2019,10,14,21:00,8.8,,8.2,,96,,34,,4,,32.2,,101.74,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-14 22:00,2019,10,14,22:00,8.7,,8.1,,96,,10,,3,,32.2,,101.67,,,,,,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-14 23:00,2019,10,14,23:00,9.4,,8.5,,94,,23,,6,,32.2,,101.69,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-15 0:00,2019,10,15,0:00,8.1,,7,,93,,7,,4,,32.2,,101.66,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-15 1:00,2019,10,15,1:00,7.7,,7.1,,96,,14,,6,,32.2,,101.6,,,,,,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-15 2:00,2019,10,15,2:00,8.3,,6.9,,91,,6,,4,,32.2,,101.56,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-15 3:00,2019,10,15,3:00,8.2,,7.2,,93,,36,,2,,32.2,,101.52,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-15 4:00,2019,10,15,4:00,8.2,,7.1,,93,,13,,6,,32.2,,101.43,,,,,,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-15 5:00,2019,10,15,5:00,8.6,,7.2,,91,,8,,5,,32.2,,101.35,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-15 6:00,2019,10,15,6:00,9.1,,6.6,,85,,11,,7,,32.2,,101.36,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-15 7:00,2019,10,15,7:00,9.3,,6.7,,84,,36,,2,,48.3,,101.33,,,,,,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-15 8:00,2019,10,15,8:00,10.1,,7.2,,82,,15,,4,,48.3,,101.34,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-15 9:00,2019,10,15,9:00,10.1,,7.7,,85,,12,,3,,48.3,,101.39,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-15 10:00,2019,10,15,10:00,11.4,,6.4,,71,,10,,10,,48.3,,101.41,,,,,,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-15 11:00,2019,10,15,11:00,10.6,,7.6,,82,,27,,4,,32.2,,101.5,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-15 12:00,2019,10,15,12:00,10.1,,8.2,,88,,21,,4,,24.1,,101.57,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-15 13:00,2019,10,15,13:00,10.7,,8.7,,87,,6,,14,,16.1,,101.5,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-15 14:00,2019,10,15,14:00,10.7,,8.6,,87,,6,,26,,24.1,,101.38,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-15 15:00,2019,10,15,15:00,11.1,,8.4,,83,,4,,29,,32.2,,101.29,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-15 16:00,2019,10,15,16:00,11.4,,7.5,,77,,6,,26,,32.2,,101.27,,,,,,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-15 17:00,2019,10,15,17:00,11,,7.7,,80,,6,,19,,24.1,,101.24,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-15 18:00,2019,10,15,18:00,11,,8.2,,83,,4,,20,,24.1,,101.22,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-15 19:00,2019,10,15,19:00,11.1,,8.1,,82,,6,,18,,24.1,,101.22,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-15 20:00,2019,10,15,20:00,11.6,,8,,78,,5,,16,,24.1,,101.22,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-15 21:00,2019,10,15,21:00,11.2,,8.3,,82,,5,,20,,24.1,,101.17,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-15 22:00,2019,10,15,22:00,10.4,,9.1,,91,,7,,21,,4.8,,101.16,,,,,,"Rain,Fog"
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-15 23:00,2019,10,15,23:00,10.5,,9.2,,92,,6,,21,,4.8,,101.1,,,,,,"Moderate Rain,Fog"
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-16 0:00,2019,10,16,0:00,10.8,,8.9,,88,,5,,19,,16.1,,100.99,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-16 1:00,2019,10,16,1:00,11,,8.5,,84,,6,,19,,24.1,,100.91,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-16 2:00,2019,10,16,2:00,11.1,,8.7,,85,,5,,10,,24.1,,100.9,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-16 3:00,2019,10,16,3:00,10.9,,8.5,,85,,7,,26,,24.1,,100.76,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-16 4:00,2019,10,16,4:00,10.9,,8.3,,84,,6,,21,,24.1,,100.74,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-16 5:00,2019,10,16,5:00,11.5,,7.7,,77,,9,,27,,24.1,,100.71,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-16 6:00,2019,10,16,6:00,11,,8.4,,84,,9,,23,,12.9,,100.68,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-16 7:00,2019,10,16,7:00,11,,8.8,,86,,6,,16,,16.1,,100.63,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-16 8:00,2019,10,16,8:00,11.6,,8.7,,82,,9,,26,,24.1,,100.56,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-16 9:00,2019,10,16,9:00,12.6,,8.2,,75,,10,,33,,24.1,,100.5,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-16 10:00,2019,10,16,10:00,12.1,,9.1,,82,,8,,21,,24.1,,100.49,,,,,,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-16 11:00,2019,10,16,11:00,12.7,,9.2,,79,,10,,22,,24.1,,100.42,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-16 12:00,2019,10,16,12:00,13,,9.7,,81,,12,,35,,24.1,,100.31,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-16 13:00,2019,10,16,13:00,13.1,,9.9,,81,,12,,27,,24.1,,100.25,,,,,,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-16 14:00,2019,10,16,14:00,12.6,,10.5,,87,,15,,30,,11.3,,100.23,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-16 15:00,2019,10,16,15:00,11.8,,10.8,,94,,17,,17,,16.1,,100.2,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-16 16:00,2019,10,16,16:00,11.8,,10.8,,94,,14,,16,,19.3,,100.16,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-16 17:00,2019,10,16,17:00,11.6,,10.4,,92,,11,,12,,24.1,,100.09,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-16 18:00,2019,10,16,18:00,11.6,,10.7,,94,,12,,11,,24.1,,100.13,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-16 19:00,2019,10,16,19:00,11.1,,9.4,,90,,15,,6,,24.1,,100.17,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-16 20:00,2019,10,16,20:00,10.6,,9.5,,93,,14,,11,,24.1,,100.18,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-16 21:00,2019,10,16,21:00,10.3,,9,,92,,9,,5,,24.1,,100.2,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-16 22:00,2019,10,16,22:00,8.2,,7.3,,94,,13,,10,,32.2,,100.23,,,,,,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-16 23:00,2019,10,16,23:00,9.5,,8.4,,93,,5,,10,,32.2,,100.3,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-17 0:00,2019,10,17,0:00,9.3,,8.1,,92,,9,,17,,32.2,,100.31,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-17 1:00,2019,10,17,1:00,9.3,,8.5,,95,,8,,17,,32.2,,100.32,,,,,,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-17 2:00,2019,10,17,2:00,9.9,,8.8,,93,,9,,22,,32.2,,100.32,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-17 3:00,2019,10,17,3:00,10.2,,8.8,,91,,8,,19,,32.2,,100.26,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-17 4:00,2019,10,17,4:00,10.1,,9,,93,,10,,22,,32.2,,100.22,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-17 5:00,2019,10,17,5:00,10.4,,9.2,,93,,10,,23,,32.2,,100.17,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-17 6:00,2019,10,17,6:00,10.8,,9.5,,91,,12,,25,,24.1,,100.16,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-17 7:00,2019,10,17,7:00,10.9,,9.3,,90,,13,,23,,24.1,,100.11,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-17 8:00,2019,10,17,8:00,10.6,,9.1,,90,,14,,24,,12.9,,100.14,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-17 9:00,2019,10,17,9:00,10.6,,9.4,,92,,11,,22,,24.1,,100.11,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-17 10:00,2019,10,17,10:00,11.5,,9.9,,90,,12,,13,,24.1,,100.12,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-17 11:00,2019,10,17,11:00,11.2,,9.2,,87,,15,,27,,24.1,,100.12,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-17 12:00,2019,10,17,12:00,13.6,,10.4,,80,,15,,30,,24.1,,100.14,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-17 13:00,2019,10,17,13:00,12.3,,9.2,,81,,15,,28,,24.1,,100.17,,,,,,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-17 14:00,2019,10,17,14:00,12.5,,8.8,,78,,13,,20,,24.1,,100.12,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-17 15:00,2019,10,17,15:00,11.9,,9.8,,87,,12,,17,,19.3,,100.11,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-17 16:00,2019,10,17,16:00,11.6,,10.4,,92,,14,,18,,16.1,,100.08,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-17 17:00,2019,10,17,17:00,11.1,,9.9,,92,,13,,16,,24.1,,100.04,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-17 18:00,2019,10,17,18:00,10.7,,9.6,,93,,15,,14,,32.2,,100.03,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-17 19:00,2019,10,17,19:00,10.2,,8.5,,89,,20,,21,,32.2,,100.06,,,,,,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-17 20:00,2019,10,17,20:00,10.5,,8.1,,85,,19,,20,,32.2,,100.14,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-17 21:00,2019,10,17,21:00,10,,7.2,,83,,17,,16,,32.2,,100.27,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-17 22:00,2019,10,17,22:00,10.5,,6.8,,78,,18,,21,,32.2,,100.35,,,,,,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-17 23:00,2019,10,17,23:00,10.2,,6.6,,78,,18,,18,,24.1,,100.42,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-18 0:00,2019,10,18,0:00,9.8,,7.1,,83,,18,,20,,24.1,,100.47,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-18 1:00,2019,10,18,1:00,9.8,,7.1,,83,,20,,19,,32.2,,100.54,,,,,,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-18 2:00,2019,10,18,2:00,9.9,,6.5,,80,,21,,24,,32.2,,100.61,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-18 3:00,2019,10,18,3:00,8.9,,6.2,,83,,20,,20,,32.2,,100.67,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-18 4:00,2019,10,18,4:00,9.2,,6.3,,82,,18,,12,,32.2,,100.75,,,,,,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-18 5:00,2019,10,18,5:00,8.6,,6.2,,85,,10,,11,,32.2,,100.82,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-18 6:00,2019,10,18,6:00,9,,6.8,,86,,14,,5,,19.3,,100.85,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-18 7:00,2019,10,18,7:00,9.3,,7.2,,87,,15,,16,,24.1,,100.85,,,,,,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-18 8:00,2019,10,18,8:00,10,,7.5,,84,,16,,25,,24.1,,100.86,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-18 9:00,2019,10,18,9:00,10,,7.3,,83,,15,,22,,24.1,,100.92,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-18 10:00,2019,10,18,10:00,9.9,,7.9,,87,,13,,13,,24.1,,100.95,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-18 11:00,2019,10,18,11:00,9.8,,8.1,,90,,15,,23,,19.3,,100.96,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-18 12:00,2019,10,18,12:00,10.2,,8.4,,89,,13,,22,,20.9,,100.95,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-18 13:00,2019,10,18,13:00,10.5,,7.5,,82,,16,,24,,24.1,,100.91,,,,,,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-18 14:00,2019,10,18,14:00,10.9,,7.6,,80,,17,,24,,24.1,,100.88,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-18 15:00,2019,10,18,15:00,10.6,,7.5,,81,,16,,26,,24.1,,100.87,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-18 16:00,2019,10,18,16:00,10.4,,7.5,,82,,16,,24,,24.1,,100.85,,,,,,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-18 17:00,2019,10,18,17:00,10.3,,7.7,,84,,16,,23,,24.1,,100.83,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-18 18:00,2019,10,18,18:00,9.9,,7.3,,84,,17,,27,,32.2,,100.8,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-18 19:00,2019,10,18,19:00,9.6,,7.4,,86,,17,,15,,32.2,,100.77,,,,,,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-18 20:00,2019,10,18,20:00,9.8,,7.7,,87,,16,,16,,32.2,,100.77,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-18 21:00,2019,10,18,21:00,8.9,,7,,87,,7,,8,,32.2,,100.75,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-18 22:00,2019,10,18,22:00,9.1,,7.4,,89,,7,,10,,32.2,,100.71,,,,,,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-18 23:00,2019,10,18,23:00,9.4,,8,,91,,9,,9,,32.2,,100.64,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-19 0:00,2019,10,19,0:00,9.4,,8.5,,94,,12,,13,,19.3,,100.55,,,,,,Rain Showers
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-19 1:00,2019,10,19,1:00,9.1,,8.3,,94,,8,,13,,24.1,,100.47,,,,,,Rain Showers
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-19 2:00,2019,10,19,2:00,8.9,,8,,94,,7,,12,,32.2,,100.38,,,,,,Rain Showers
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-19 3:00,2019,10,19,3:00,8.4,,7.1,,91,,4,,13,,32.2,,100.31,,,,,,Rain Showers
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-19 4:00,2019,10,19,4:00,8.4,,6.9,,90,,6,,11,,24.1,,100.28,,,,,,Rain Showers
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-19 5:00,2019,10,19,5:00,8.5,,6.7,,88,,9,,10,,32.2,,100.29,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-19 6:00,2019,10,19,6:00,8,,6.7,,91,,10,,9,,32.2,,100.33,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-19 7:00,2019,10,19,7:00,8,,6.8,,92,,15,,5,,32.2,,100.38,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-19 8:00,2019,10,19,8:00,8.4,,6.9,,90,,1,,10,,32.2,,100.43,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-19 9:00,2019,10,19,9:00,8.9,,7.2,,89,,36,,4,,32.2,,100.49,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-19 10:00,2019,10,19,10:00,9.8,,7.5,,85,,31,,3,,32.2,,100.55,,,,,,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-19 11:00,2019,10,19,11:00,9.7,,7.4,,86,,30,,7,,24.1,,100.63,,,,,,Rain Showers
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-19 12:00,2019,10,19,12:00,9.5,,7.5,,87,,31,,11,,24.1,,100.7,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-19 13:00,2019,10,19,13:00,8.7,,7.5,,92,,29,,17,,4.8,,100.77,,,,,,"Rain,Fog"
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-19 14:00,2019,10,19,14:00,9,,7.7,,91,,31,,18,,16.1,,100.83,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-19 15:00,2019,10,19,15:00,10,,7.7,,85,,28,,25,,32.2,,100.92,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-19 16:00,2019,10,19,16:00,9.8,,6.3,,79,,27,,33,,32.2,,100.94,,,,,,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-19 17:00,2019,10,19,17:00,9.3,,6.5,,83,,27,,31,,32.2,,101.03,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-19 18:00,2019,10,19,18:00,9.2,,6.3,,82,,28,,31,,32.2,,101.13,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-19 19:00,2019,10,19,19:00,8.7,,6.5,,86,,28,,22,,32.2,,101.21,,,,,,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-19 20:00,2019,10,19,20:00,8.9,,6.9,,87,,27,,23,,32.2,,101.29,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-19 21:00,2019,10,19,21:00,9.1,,7,,86,,28,,18,,32.2,,101.38,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-19 22:00,2019,10,19,22:00,9.1,,7,,87,,6,,5,,32.2,,101.45,,,,,,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-19 23:00,2019,10,19,23:00,8.3,,6.7,,90,,7,,9,,32.2,,101.5,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-20 0:00,2019,10,20,0:00,7.5,,6.6,,94,,7,,9,,32.2,,101.55,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-20 1:00,2019,10,20,1:00,8,,6.8,,92,,6,,10,,32.2,,101.6,,,,,,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-20 2:00,2019,10,20,2:00,8.2,,6.9,,91,,8,,12,,32.2,,101.62,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-20 3:00,2019,10,20,3:00,7.9,,6.8,,93,,9,,11,,32.2,,101.57,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-20 4:00,2019,10,20,4:00,7.8,,6.7,,93,,10,,11,,32.2,,101.58,,,,,,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-20 5:00,2019,10,20,5:00,8.2,,7,,93,,8,,12,,32.2,,101.58,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-20 6:00,2019,10,20,6:00,8.2,,7.3,,94,,9,,10,,19.3,,101.57,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-20 7:00,2019,10,20,7:00,8.5,,7.7,,95,,12,,11,,19.3,,101.53,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-20 8:00,2019,10,20,8:00,8.8,,7.5,,92,,12,,16,,19.3,,101.48,,,,,,Moderate Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-20 9:00,2019,10,20,9:00,8.8,,7.5,,92,,12,,21,,19.3,,101.43,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-20 10:00,2019,10,20,10:00,8.7,,7.4,,92,,9,,25,,4.8,,101.35,,,,,,"Moderate Rain,Fog"
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-20 11:00,2019,10,20,11:00,8.7,,7.6,,93,,7,,19,,4.8,,101.3,,,,,,"Rain,Fog"
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-20 12:00,2019,10,20,12:00,8.7,,7.3,,91,,8,,25,,4.8,,101.15,,,,,,"Heavy Rain,Fog"
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-20 13:00,2019,10,20,13:00,8.8,,7.5,,91,,8,,23,,4.8,,101.08,,,,,,"Rain,Fog"
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-20 14:00,2019,10,20,14:00,8.6,,7.4,,92,,5,,18,,4.8,,101.11,,,,,,"Moderate Rain,Fog"
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-20 15:00,2019,10,20,15:00,8.4,,7.5,,94,,6,,15,,4,,101.14,,,,,,"Rain,Fog"
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-20 16:00,2019,10,20,16:00,7.9,,7,,94,,6,,15,,4.8,,101.16,,,,,,"Rain,Fog"
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-20 17:00,2019,10,20,17:00,8.1,,6.8,,92,,6,,13,,24.1,,101.18,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-20 18:00,2019,10,20,18:00,8.1,,6.5,,90,,6,,11,,32.2,,101.26,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-20 19:00,2019,10,20,19:00,8.2,,7.1,,93,,8,,3,,32.2,,101.37,,,,,,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-20 20:00,2019,10,20,20:00,8.1,,7,,93,,36,,2,,24.1,,101.49,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-20 21:00,2019,10,20,21:00,7.4,,6.7,,96,,36,,1,,32.2,,101.57,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-20 22:00,2019,10,20,22:00,7.6,,7,,96,,11,,11,,24.1,,101.64,,,,,,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-20 23:00,2019,10,20,23:00,7.5,,6.7,,95,,9,,5,,32.2,,101.76,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-21 0:00,2019,10,21,0:00,7.4,,6.6,,95,,10,,10,,32.2,,101.81,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-21 1:00,2019,10,21,1:00,8,,7.1,,94,,8,,10,,32.2,,101.82,,,,,,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-21 2:00,2019,10,21,2:00,8.2,,7.2,,93,,7,,13,,32.2,,101.84,,,,,,NA
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-21 3:00,2019,10,21,3:00,8.3,,7.4,,94,,9,,15,,32.2,,101.82,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-21 4:00,2019,10,21,4:00,8.7,,8,,95,,6,,14,,19.3,,101.85,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-21 5:00,2019,10,21,5:00,9.1,,8.5,,96,,8,,14,,24.1,,101.87,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-21 6:00,2019,10,21,6:00,9.6,,9,,96,,8,,12,,19.3,,101.9,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-21 7:00,2019,10,21,7:00,9.9,,9.3,,96,,12,,14,,11.3,,101.9,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-21 8:00,2019,10,21,8:00,10.1,,9.4,,95,,12,,13,,11.3,,102,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-21 9:00,2019,10,21,9:00,10.1,,9.4,,96,,13,,13,,8.1,,102.04,,,,,,"Rain,Fog"
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-21 10:00,2019,10,21,10:00,10.1,,9.4,,95,,12,,17,,9.7,,102,,,,,,"Rain,Fog"
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-21 11:00,2019,10,21,11:00,10.4,,9.6,,95,,12,,19,,11.3,,101.95,,,,,,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-21 12:00,2019,10,21,12:00,10.3,,9.6,,95,,9,,18,,9.7,,101.94,,,,,,"Rain,Fog"
-123.18,49.19,VANCOUVER INTL A,1108395,19-10-21 13:00,2019,10,21,13:00,10.4,,9.6,,95,,8,,18,,12.9,,101.9,,,,,,Rain
